0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43832908707181856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48811085529125586,0.0,0.5210638882143929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5459925171396797,0.0,0.0,0.0,0.0
0.29481819167374584,0.3165074632703543,0.0,0.0,0.0,0.0,0.0,0.0,0.33457685764768236,0.0,0.3204379740703146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4516434764055216,0.0,0.0,0.5211692760631292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35026253947699215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2511636293589571,0.0,0.0,0.0,0.0,0.2011983468600521,0.0,0.0,0.0,0.0,0.0,0.2821769893184447,0.0,0.0,0.0,0.37876246441704564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4485153859192355,0.0,0.0,0.0,0.0,0.5509263313872877,0.0,0.2821769893184447,0.0,0.0,0.29839817598800006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3898815851745761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3898815851745761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8342569742492534,0.0,0.0,0.0
0.2511636293589571,0.0,0.0,0.0,0.0,0.2011983468600521,0.0,0.0,0.0,0.0,0.0,0.2821769893184447,0.0,0.0,0.0,0.37876246441704564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4485153859192355,0.0,0.0,0.0,0.0,0.5509263313872877,0.0,0.2821769893184447,0.0,0.0,0.29839817598800006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2840593794263878,0.0,0.0,0.40242327940669537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4783808441197129,0.0,0.0,0.0,0.4212897472367204,0.0,0.0,0.5924799490311781,0.0,0.0,0.0,0.0,0.0,0.0
0.3224894896830151,0.34621449148523414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5609552103678421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3831377805071555,0.0,0.0,0.0,0.5609552103678421,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3552437320124292,0.0,0.0,0.35168160224856837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5533619986168953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35168160224856837,0.0,0.0,0.0,0.0,0.5658908822664985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2511636293589571,0.0,0.0,0.0,0.0,0.2011983468600521,0.0,0.0,0.0,0.0,0.0,0.2821769893184447,0.0,0.0,0.0,0.37876246441704564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4485153859192355,0.0,0.0,0.0,0.0,0.5509263313872877,0.0,0.2821769893184447,0.0,0.0,0.29839817598800006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2511636293589571,0.0,0.0,0.0,0.0,0.2011983468600521,0.0,0.0,0.0,0.0,0.0,0.2821769893184447,0.0,0.0,0.0,0.37876246441704564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4485153859192355,0.0,0.0,0.0,0.0,0.5509263313872877,0.0,0.2821769893184447,0.0,0.0,0.29839817598800006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
